Rank,Journal Name,Abbreviated Journal,Publisher,JIF,5-Year JIF,JIF Without Self-Cites,JCI,JIF Quartile,Category,ISSN,eISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Rank
11211,Journal of Berry Research,J BERRY RES,IOS PRESS,1.4,1.5,1.3,0.44,Q3,PLANT SCIENCES|Q3|148/265,1878-5093,1878-5123,656,14,14,6.9,7.4,162/273
11211,JOURNAL OF FRESHWATER ECOLOGY,J FRESHWATER ECOL,TAYLOR & FRANCIS INC,1.4,1.5,1.3,0.44,Q3,LIMNOLOGY|Q3|15/22,0270-5060,2156-6941,1323,43,44,14.2,9.8,14/21
11211,JOURNAL OF REGULATORY ECONOMICS,J REGUL ECON,SPRINGER,1.4,1.4,1.3,0.44,Q3,ECONOMICS|Q3|308/597,0922-680X,1573-0468,781,17,17,14.4,11.6,309/617
11211,Journal of Sustainable Water in the Built Environment,J SUSTAIN WATER BUIL,ASCE-AMER SOC CIVIL ENGINEERS,1.4,1.9,1.2,0.44,Q4,WATER RESOURCES|Q3|78/127,2379-6111,2379-6111,430,19,20,4.6,8.5,101/131
11211,MOTOR CONTROL,MOTOR CONTROL,HUMAN KINETICS PUBL INC,1.4,1.3,1.4,0.44,Q3,SPORT SCIENCES|Q4|98/127,1087-1640,1543-2696,895,30,31,12.4,12.3,86/133
11211,PHASE TRANSITIONS,PHASE TRANSIT,TAYLOR & FRANCIS LTD,1.4,1.4,1.3,0.44,Q3,"PHYSICS, CONDENSED MATTER|Q4|62/79",0141-1594,1029-0338,2107,43,44,10.2,10.3,19/31
11211,QUANTITATIVE FINANCE,QUANT FINANC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1.4,2.1,1.2,0.44,Q3,"SOCIAL SCIENCES, MATHEMATICAL METHODS|Q2|31/67",1469-7688,1469-7696,3747,99,99,8.4,12.1,309/617
11211,SYNLETT,SYNLETT,GEORG THIEME VERLAG KG,1.4,1.6,1.3,0.44,Q3,"CHEMISTRY, ORGANIC|Q3|33/58",0936-5214,1437-2096,11436,296,334,10.8,8.9,42/57
11211,Aboriginal Policy Studies,ABORIG POLICY STUD,UNIV ALBERTA,1.4,0.9,1.4,0.43,Q2,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q3|183/263",1923-3299,1923-3299,86,0,0,N/A,N/A,98/271
11211,Erwerbs-Obstbau,ERWERBS-OBSTBAU,SPRINGER,1.4,1.4,1.4,0.43,Q3,HORTICULTURE|Q3|21/38,0014-0309,1439-0302,981,0,0,3.1,N/A,26/45
11211,Journal of Cognitive Enhancement,J COGN ENHANCE,SPRINGERNATURE,1.4,2.1,1.3,0.43,Q4,NEUROSCIENCES|Q4|242/310,2509-3290,2509-3304,604,28,33,5.1,10.1,277/314
11211,Journal of Motor Learning and Development,J MOTOR LEARN DEV,HUMAN KINETICS PUBL INC,1.4,1.5,1.2,0.43,Q3,SPORT SCIENCES|Q4|101/127,2325-3193,2325-3215,498,41,43,5.9,8.7,86/133
11211,Journal of Ultrasound,J ULTRASOUND,SPRINGER INT PUBL AG,1.4,1.9,1.4,0.43,Q3,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q3|138/204",1971-3495,1876-7931,1545,121,132,4.8,8.8,147/212
11211,KOREAN JOURNAL OF PARASITOLOGY,KOREAN J PARASITOL,"KOREAN SOC PARASITOLOGY, SEOUL NATL UNIV COLL MEDI",1.4,1.5,1.4,0.43,Q3,PARASITOLOGY|Q3|28/45,0023-4001,1738-0006,1947,0,0,10.1,N/A,35/47
11211,MARINE GEODESY,MAR GEOD,TAYLOR & FRANCIS INC,1.4,1.6,1.3,0.43,Q3,REMOTE SENSING|Q3|37/62,0149-0419,1521-060X,1142,31,31,13.8,7.2,62/100
11211,Sexual and Relationship Therapy,SEX RELATSH THER,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1.4,1.8,1.0,0.43,Q3,"PSYCHOLOGY, CLINICAL|Q3|114/180",1468-1994,1468-1749,1093,21,23,7.0,8.7,119/185
11211,Turkish Journal of Orthodontics,TURK J ORTHOD,GALENOS PUBL HOUSE,1.4,1.5,1.3,0.43,Q3,"DENTISTRY, ORAL SURGERY & MEDICINE|Q4|122/157",N/A,2148-9505,396,29,31,5.0,12.1,106/162
11211,AFRICAN JOURNAL OF MARINE SCIENCE,AFR J MAR SCI,TAYLOR & FRANCIS LTD,1.4,1.2,1.2,0.42,Q3,MARINE & FRESHWATER BIOLOGY|Q3|70/119,1814-232X,1814-2338,1180,27,28,11.0,12.2,65/119
11211,BioInvasions Records,BIOINVASIONS REC,REGIONAL EURO-ASIAN BIOLOGICAL INVASIONS CENTRE-REABIC,1.4,1.5,1.2,0.42,Q3,BIODIVERSITY CONSERVATION|Q3|42/74,2242-1300,2242-1300,1177,85,85,4.7,11.2,44/73
11211,GEO-MARINE LETTERS,GEO-MAR LETT,SPRINGER,1.4,1.8,1.4,0.42,Q3,OCEANOGRAPHY|Q3|46/65,0276-0460,1432-1157,1709,23,25,14.9,12.6,45/65
11211,Global Health & Medicine,GLOB HLTH MED-JPN,Natl Ctr Global Health and Medicine - NCGM,1.4,2.0,1.3,0.42,Q3,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|224/403",2434-9186,2434-9194,585,45,55,3.5,6.8,304/419
11211,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,INDERSCIENCE ENTERPRISES LTD,1.4,1.8,1.4,0.42,Q3,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|74/106,0267-5730,1741-5276,1797,46,47,13.4,9.5,90/175
11211,Journal of Thermal Science and Engineering Applications,J THERM SCI ENG APPL,ASME,1.4,1.6,1.3,0.42,Q3,THERMODYNAMICS|Q3|50/76,1948-5085,1948-5093,2048,129,129,4.3,7.7,57/79
11211,Journal of X-Ray Science and Technology,J X-RAY SCI TECHNOL,IOS PRESS,1.4,1.5,1.3,0.42,Q3,"PHYSICS, APPLIED|Q3|125/179",0895-3996,1095-9114,1133,86,87,4.8,6.2,57/79
11211,Ocean Science Journal,OCEAN SCI J,KOREA INST OCEAN SCIENCE & TECHNOLOGY-KIOST,1.4,1.5,1.4,0.42,Q3,OCEANOGRAPHY|Q4|53/65,1738-5261,2005-7172,873,64,67,7.6,11.7,65/119
11211,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,SADHANA-ACAD P ENG S,SPRINGER INDIA,1.4,1.4,1.3,0.42,Q3,"ENGINEERING, MULTIDISCIPLINARY|Q2|80/179",0256-2499,0973-7677,3660,294,295,5.6,8.8,90/175
11211,Transplant Immunology,TRANSPL IMMUNOL,ELSEVIER,1.4,1.4,1.3,0.42,Q3,TRANSPLANTATION|Q3|20/31,0966-3274,1878-5492,1620,118,133,5.1,7.8,20/31
11211,ACTA ACUSTICA,ACTA ACUST,EDP SCIENCES S A,1.4,1.4,1.3,0.41,Q3,ACOUSTICS|Q4|31/40,N/A,2681-4617,444,76,78,3.4,11.2,25/41
11211,ACTA OCEANOLOGICA SINICA,ACTA OCEANOL SIN,SPRINGER,1.4,1.5,1.3,0.41,Q3,OCEANOGRAPHY|Q3|46/65,0253-505X,1869-1099,3396,153,154,7.5,11.1,45/65
11211,American Journal of Clinical and Experimental Urology,AM J CLIN EXP UROL,E-CENTURY PUBLISHING CORP,1.4,1.5,1.4,0.41,Q3,UROLOGY & NEPHROLOGY|Q3|78/126,2330-1910,2330-1910,517,32,37,5.1,7.0,85/133
11211,CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,CHINESE J GEOPHYS-CH,SCIENCE PRESS,1.4,1.4,1.1,0.41,Q3,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101,0001-5733,0001-5733,7781,322,322,8.7,11.2,62/100
11211,COLLEGE & RESEARCH LIBRARIES,COLL RES LIBR,ASSOC COLL RESEARCH LIBRARIES,1.4,1.7,1.3,0.41,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|73/160,0010-0870,2150-6701,1181,50,53,8.2,8.8,78/166
11211,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,EUR REV APPL PSYCHOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1.4,1.3,1.4,0.41,Q3,"PSYCHOLOGY, APPLIED|Q3|82/113",1162-9088,1162-9088,863,34,36,10.1,12.4,75/115
11211,Gastroenterology Research and Practice,GASTROENT RES PRACT,WILEY,1.4,1.9,1.4,0.41,Q4,GASTROENTEROLOGY & HEPATOLOGY|Q3|90/143,1687-6121,1687-630X,3692,23,24,7.9,7.0,117/147
11211,International Journal of Managerial and Financial Accounting,INT J MANAG FINANC A,INDERSCIENCE ENTERPRISES LTD,1.4,1.5,1.2,0.41,Q3,"BUSINESS, FINANCE|Q3|151/231",1753-6715,1753-6723,258,21,21,4.7,10.3,148/241
11211,Journal of the Korean Academy of Child and Adolescent Psychiatry,J KOR ACAD CHILD ADO,KOREAN ACAD CHILD & ADOLESCENT PSYCHIATRY,1.4,1.5,1.3,0.41,Q3,PSYCHIATRY|Q4|234/276,1225-729X,2233-9183,308,31,35,4.5,9.3,207/288
11211,New Medit,NEW MEDIT,Bologna Univ Press,1.4,1.3,0.9,0.41,Q2,"AGRICULTURE, MULTIDISCIPLINARY|Q2|40/89",1594-5685,2611-1128,474,35,35,5.7,6.9,43/94
11211,Tropical Plant Biology,TROP PLANT BIOL,SPRINGER,1.4,1.7,1.4,0.41,Q3,PLANT SCIENCES|Q2|125/265,1935-9756,1935-9764,564,15,17,7.9,9.1,162/273
11211,Brain Impairment,BRAIN IMPAIR,CSIRO PUBLISHING,1.4,1.3,1.2,0.40,Q3,REHABILITATION|Q3|118/169,1443-9646,1839-5252,552,61,61,7.6,9.3,96/173
11211,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,CELEST MECH DYN ASTR,SPRINGER,1.4,1.4,1.1,0.40,Q3,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q3|70/135",0923-2958,1572-9478,2824,58,58,17.2,13.5,84/136
11211,Consulting Psychology Journal-Practice and Research,CONSULT PSYCH J,AMER PSYCHOLOGICAL ASSOC,1.4,1.8,1.3,0.40,Q3,"PSYCHOLOGY, APPLIED|Q4|91/113",1065-9293,1939-0149,822,13,14,9.8,8.9,75/115
11211,JOMR-Journal of Oral & Maxillofacial Research,JOMR-J ORAL MAXIL RE,UAB Stilus Optimus,1.4,N/A,1.3,0.40,Q3,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|111/157",2029-283X,2029-283X,627,14,20,8.2,7.9,106/162
11211,Journal of Asset Management,J ASSET MANAG,PALGRAVE MACMILLAN LTD,1.4,1.8,1.2,0.40,Q3,"BUSINESS, FINANCE|Q3|131/231",1470-8272,1479-179X,798,44,44,6.0,10.2,148/241
11211,LICHENOLOGIST,LICHENOLOGIST,CAMBRIDGE UNIV PRESS,1.4,1.4,1.3,0.40,Q3,PLANT SCIENCES|Q3|138/265,0024-2829,1096-1135,1213,30,32,14.0,13.4,162/273
11211,Optics Continuum,OPT CONTINUUM,Optica Publishing Group,1.4,1.4,1.3,0.40,Q3,OPTICS|Q4|93/119,N/A,2770-0208,662,195,195,1.9,7.8,93/125
11211,Physics Open,PHYS OPEN,ELSEVIER,1.4,1.8,1.4,0.40,Q3,,2666-0326,2666-0326,274,32,33,3.2,10.7,64/114
11211,BIOMECHANICS,BIOMECHANICS-BASEL,MDPI,1.4,1.6,1.3,0.39,Q3,,N/A,2673-7078,212,52,58,2.3,9.8,86/133
11211,H2Open Journal,H2OPEN J,IWA PUBLISHING,1.4,1.8,1.4,0.39,Q4,WATER RESOURCES|Q4|97/127,N/A,2616-6518,325,19,20,3.1,7.3,101/131
11211,Journal of Clinical Virology Plus,J CLIN VIROL PLUS,ELSEVIER,1.4,1.3,1.4,0.39,Q4,VIROLOGY|Q4|33/41,2667-0380,2667-0380,186,22,25,2.4,4.8,34/42
11211,Journal of Laboratory and Precision Medicine,J LAB PRECIS MED,AME PUBLISHING COMPANY,1.4,N/A,0.9,0.39,Q3,,2519-9005,2519-9005,326,27,35,4.7,8.5,19/33
11211,Journal of Yeungnam Medical Science,J YEUNGNAM MED SCI,"YEUNGNAM UNIV COLL MEDICINE, YEUNGNAM UNIV INST MEDICAL SCIENCE",1.4,1.5,1.4,0.39,Q2,"MEDICINE, GENERAL & INTERNAL|Q3|168/325",N/A,2799-8010,225,26,38,1.8,7.8,144/332
11211,Jurnal Tribologi,J TRIBOLOGI,MALAYSIAN TRIBOLOGY SOC-MYTRIBOS,1.4,1.2,1.1,0.39,Q3,"ENGINEERING, MECHANICAL|Q3|109/180",2289-7232,2289-7232,337,59,60,3.7,6.5,132/182
11211,LASER PHYSICS LETTERS,LASER PHYS LETT,IOP Publishing Ltd,1.4,1.2,1.3,0.39,Q3,"PHYSICS, APPLIED|Q4|138/179",1612-2011,1612-202X,3646,133,135,7.4,9.0,93/125
11211,Library Management,LIBR MANAGE,EMERALD GROUP PUBLISHING LTD,1.4,1.4,1.3,0.39,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|77/160,0143-5124,1758-7921,737,37,37,6.3,6.3,78/166
11211,MYCOSCIENCE,MYCOSCIENCE,MYCOLOGICAL SOC JAPAN,1.4,1.5,1.3,0.39,Q4,MYCOLOGY|Q4|28/33,1340-3540,1618-2545,1755,36,37,13.0,13.7,29/32
11211,Review of International Economics,REV INT ECON,WILEY,1.4,1.5,1.2,0.39,Q3,ECONOMICS|Q3|384/597,0965-7576,1467-9396,1737,54,54,10.3,10.9,309/617
11211,Sensor Review,SENSOR REV,EMERALD GROUP PUBLISHING LTD,1.4,1.7,1.3,0.39,Q3,INSTRUMENTS & INSTRUMENTATION|Q3|48/76,0260-2288,1758-6828,1341,70,78,7.4,6.3,57/79
11211,South Asian Journal of Business Studies,S ASIAN J BUS STUD,EMERALD GROUP PUBLISHING LTD,1.4,2.9,1.3,0.39,Q3,BUSINESS|Q3|176/302,2398-628X,2398-6298,525,14,14,4.6,6.7,224/316
11211,THEORY IN BIOSCIENCES,THEOR BIOSCI,SPRINGER,1.4,1.4,1.4,0.39,Q3,MATHEMATICAL & COMPUTATIONAL BIOLOGY|Q4|54/65,1431-7613,1611-7530,670,20,22,12.0,13.9,63/107
11211,Analytical and Bioanalytical Chemistry Research,ANAL BIOANAL CHEM RE,IRANIAN CHEMICAL SOC,1.4,1.4,1.2,0.38,Q4,"CHEMISTRY, ANALYTICAL|Q4|89/106",2383-093X,2383-093X,364,37,39,4.0,7.9,90/111
11211,Anatolia-International Journal of Tourism and Hospitality Research,ANATOLIA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1.4,2.0,1.2,0.38,Q3,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q3|82/139",1303-2917,2156-6909,1293,50,50,5.4,7.7,89/139
11211,Biophysica,BIOPHYSICA-BASEL,MDPI,1.4,1.3,1.4,0.38,Q4,,N/A,2673-4125,167,37,47,2.1,9.7,65/79
11211,Econometrics,ECONOMETRICS,MDPI,1.4,1.2,1.3,0.38,Q3,ECONOMICS|Q3|366/597,N/A,2225-1146,719,39,39,7.0,11.3,309/617
11211,Educational Psychology in Practice,EDUC PSYCHOL PRACT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1.4,1.4,1.1,0.38,Q3,"PSYCHOLOGY, EDUCATIONAL|Q4|63/74",0266-7363,1469-5839,603,22,23,8.4,8.8,53/74
11211,German Economic Review,GER ECON REV,WALTER DE GRUYTER GMBH,1.4,1.2,1.4,0.38,Q3,ECONOMICS|Q3|341/597,1465-6485,1468-0475,497,14,14,10.6,11.2,309/617
11211,HEALTH PHYSICS,HEALTH PHYS,LIPPINCOTT WILLIAMS & WILKINS,1.4,1.7,1.2,0.38,Q3,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q4|159/204",0017-9078,1538-5159,4481,84,84,15.4,12.7,24/41
11211,Information Security Journal,INF SECUR J,TAYLOR & FRANCIS INC,1.4,1.7,1.3,0.38,Q3,"COMPUTER SCIENCE, INFORMATION SYSTEMS|Q3|168/249",1939-3555,1939-3547,493,33,38,4.8,6.2,188/258
11211,INTERNATIONAL JOURNAL OF MARKET RESEARCH,INT J MARKET RES,SAGE PUBLICATIONS LTD,1.4,3.3,1.2,0.38,Q3,BUSINESS|Q3|159/302,1470-7853,2515-2173,1942,35,35,7.6,10.0,224/316
11211,Journal of Applied Corporate Finance,J APPL CORP FINANC,WILEY,1.4,1.8,1.4,0.38,Q3,"BUSINESS, FINANCE|Q4|181/231",1078-1196,1745-6622,1278,33,33,11.3,33.0,148/241
11211,Journal of Research in Health Sciences,J RES HEALTH SCI,HAMADAN UNIV MEDICAL SCIENCES,1.4,1.9,1.4,0.38,Q3,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|295/403",2228-7795,2228-7809,661,28,32,6.3,5.4,304/419
11211,Lifestyle Genomics,LIFESTYLE GENOM,KARGER,1.4,2.1,1.4,0.38,Q4,NUTRITION & DIETETICS|Q3|75/114,2504-3161,2504-3188,174,10,13,4.1,6.0,89/112
11211,NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,NEW ZEALAND ECOL SOC,1.4,1.7,1.2,0.38,Q3,ECOLOGY|Q3|107/195,0110-6465,1177-7788,1195,13,14,12.5,11.2,142/200
11211,Phytochemistry Letters,PHYTOCHEM LETT,ELSEVIER,1.4,1.5,1.3,0.38,Q3,PLANT SCIENCES|Q3|166/265,1874-3900,1876-7486,3721,145,151,6.9,9.5,162/273
11211,PLANT MOLECULAR BIOLOGY REPORTER,PLANT MOL BIOL REP,SPRINGER,1.4,1.8,1.4,0.38,Q3,PLANT SCIENCES|Q3|138/265,0735-9640,1572-9818,3207,79,91,11.5,9.6,162/273
11211,PROTEIN JOURNAL,PROTEIN J,SPRINGER,1.4,2.3,1.4,0.38,Q4,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q4|254/313,1572-3887,1875-8355,1548,55,71,5.8,9.9,286/319
11211,Revista Brasileira de Ginecologia e Obstetricia,REV BRAS GINECOL OBS,FEDERACAO BRASILEIRA SOC GINECOLOGIA & OBSTETRICIA-FEBRASGO,1.4,1.4,1.3,0.38,Q3,OBSTETRICS & GYNECOLOGY|Q4|105/136,0100-7203,1806-9339,1513,83,101,5.6,7.4,94/140
11211,RISK MANAGEMENT AND INSURANCE REVIEW,RISK MANAG INSUR REV,WILEY,1.4,1.5,1.2,0.38,Q3,ECONOMICS|Q3|366/597,1098-1616,1540-6296,358,23,23,8.0,10.6,309/617
11211,Social Marketing Quarterly,SOC MARK Q,SAGE PUBLICATIONS LTD,1.4,2.2,1.0,0.38,Q3,BUSINESS|Q3|163/302,1524-5004,1539-4093,522,16,16,7.0,7.3,224/316
11211,South African Family Practice,S AFR FAM PRACT,AOSIS,1.4,1.5,1.3,0.38,Q2,"MEDICINE, GENERAL & INTERNAL|Q2|150/325",2078-6190,2078-6204,970,80,83,6.2,6.4,144/332
11211,WELDING JOURNAL,WELD J,AMER WELDING SOC,1.4,2.0,1.3,0.38,Q3,METALLURGY & METALLURGICAL ENGINEERING|Q2|33/90,0043-2296,0043-2296,2745,31,31,24.9,10.5,57/96
11211,ZYGOTE,ZYGOTE,CAMBRIDGE UNIV PRESS,1.4,1.4,1.4,0.38,Q4,REPRODUCTIVE BIOLOGY|Q4|34/39,0967-1994,1469-8730,1442,42,50,7.6,9.0,35/42
11211,Cancer Radiotherapie,CANCER RADIOTHER,ELSEVIER,1.4,1.2,1.2,0.37,Q3,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q3|124/204",1278-3218,1769-6658,1277,64,88,4.7,6.6,147/212
11211,Contemporary Clinical Trials Communications,CONT CLIN TRIAL COMM,ELSEVIER INC,1.4,1.6,1.4,0.37,Q4,"MEDICINE, RESEARCH & EXPERIMENTAL|Q4|144/189",N/A,2451-8654,1930,142,143,4.6,8.3,152/195
11211,European Journal of Economics and Economic Policies-Intervention,EUR J ECON ECON POLI,EDWARD ELGAR PUBLISHING LTD,1.4,0.9,1.1,0.37,Q3,ECONOMICS|Q3|428/597,2052-7764,2052-7772,269,20,20,6.9,8.5,309/617
11211,INTERNATIONAL TAX AND PUBLIC FINANCE,INT TAX PUBLIC FINAN,SPRINGER,1.4,1.5,1.2,0.37,Q3,ECONOMICS|Q3|384/597,0927-5940,1573-6970,1440,53,54,10.7,9.5,309/617
11211,Journal of Cryptographic Engineering,J CRYPTOGR ENG,SPRINGER HEIDELBERG,1.4,1.9,1.4,0.37,Q3,"COMPUTER SCIENCE, THEORY & METHODS|Q2|71/143",2190-8508,2190-8516,649,20,20,6.5,7.2,81/147
11211,JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,MEDICAL ASSOC NIPPON MEDICAL SCH,1.4,1.2,1.2,0.37,Q2,"MEDICINE, GENERAL & INTERNAL|Q2|150/325",1345-4676,1347-3409,1009,75,82,6.8,9.2,144/332
11211,Journal of Object Technology,J OBJECT TECHNOL,JOURNAL OBJECT TECHNOLOGY,1.4,1.1,1.3,0.37,Q3,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q4|101/131",1660-1769,N/A,286,20,21,5.9,10.0,87/128
11211,MEDICINE,MEDICINE,LIPPINCOTT WILLIAMS & WILKINS,1.4,1.6,1.4,0.37,Q2,"MEDICINE, GENERAL & INTERNAL|Q2|143/325",0025-7974,1536-5964,64061,4137,4272,5.6,6.3,144/332
11211,Saudi Journal of Anaesthesia,SAUDI J ANAESTH,WOLTERS KLUWER MEDKNOW PUBLICATIONS,1.4,3.5,1.3,0.37,Q3,ANESTHESIOLOGY|Q3|37/64,1658-354X,0975-3125,2679,104,116,5.8,8.2,36/68
11211,Advances in Virology,ADV VIROL,WILEY,1.4,1.2,1.4,0.36,Q4,VIROLOGY|Q4|38/41,1687-8639,1687-8647,303,14,14,11.1,4.7,34/42
11211,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,COMMUN SOIL SCI PLAN,TAYLOR & FRANCIS INC,1.4,1.8,1.4,0.36,Q3,SOIL SCIENCE|Q4|43/49,0010-3624,1532-2416,9298,196,225,13.7,9.7,74/129
11211,International Journal of Web and Grid Services,INT J WEB GRID SERV,INDERSCIENCE ENTERPRISES LTD,1.4,1.1,1.3,0.36,Q3,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q4|105/131",1741-1106,1741-1114,441,21,21,6.4,5.5,87/128
11211,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,J ECON MANAGE STRAT,WILEY,1.4,1.9,1.3,0.36,Q3,MANAGEMENT|Q4|304/401,1058-6407,1530-9134,2403,45,46,13.5,12.2,309/617
11211,Journal of the Korean Association of Oral and Maxillofacial Surgeons,J KOR ASSOC ORAL MAX,KOREAN ACAD ORAL & MAXILLOFACIAL SURGERY,1.4,1.6,1.3,0.36,Q3,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|113/157",2234-7550,2234-5930,992,39,46,6.4,10.2,106/162
11211,Journal of Water Sanitation and Hygiene for Development,J WATER SANIT HYG DE,IWA PUBLISHING,1.4,1.7,1.2,0.36,Q4,WATER RESOURCES|Q3|90/127,2043-9083,2408-9362,1266,108,118,4.8,5.8,101/131
11211,PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,CZECH ACADEMY AGRICULTURAL SCIENCES,1.4,1.4,1.4,0.36,Q3,PLANT SCIENCES|Q2|129/265,1212-2580,1805-9341,748,29,36,8.2,12.0,74/129
11211,Tehnicki Vjesnik-Technical Gazette,TEH VJESN,"UNIV OSIJEK, TECH FAC",1.4,1.0,1.2,0.36,Q3,"ENGINEERING, MULTIDISCIPLINARY|Q3|104/179",1330-3651,1848-6339,2233,254,256,4.4,5.2,90/175
11211,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,ACTA NEUROBIOL EXP,NENCKI INST EXPERIMENTAL BIOLOGY,1.4,1.4,1.4,0.35,Q4,NEUROSCIENCES|Q4|275/310,0065-1400,1689-0035,1148,32,35,12.5,10.6,277/314
11211,Egyptian Heart Journal,EGYPT HEART J,SPRINGER,1.4,1.4,1.4,0.35,Q3,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|150/220,1110-2608,2090-911X,777,119,157,3.5,7.9,158/230
11211,Future Virology,FUTURE VIROL,TAYLOR & FRANCIS LTD,1.4,1.4,1.3,0.35,Q4,VIROLOGY|Q3|30/41,1746-0794,1746-0808,1209,39,55,7.4,5.2,34/42
11211,IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS,IFLA J-INT FED LIBR,SAGE PUBLICATIONS INC,1.4,1.5,1.1,0.35,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q3|89/160,0340-0352,1745-2651,608,67,71,4.6,7.7,78/166
11211,INTERNATIONAL ANGIOLOGY,INT ANGIOL,EDIZIONI MINERVA MEDICA,1.4,1.5,1.2,0.35,Q4,PERIPHERAL VASCULAR DISEASE|Q3|67/96,0392-9590,1827-1839,1365,33,51,8.6,9.5,79/98
11211,Iranian Journal of Science and Technology-Transactions of Electrical Engineering,IJST-T ELECTR ENG,SPRINGER INT PUBL AG,1.4,1.7,1.4,0.35,Q4,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|252/352",2228-6179,2364-1827,1048,92,93,4.1,5.7,276/366
11211,Journal of Building Physics,J BUILD PHYS,SAGE PUBLICATIONS LTD,1.4,2.2,1.0,0.35,Q3,CONSTRUCTION & BUILDING TECHNOLOGY|Q3|48/91,1744-2591,1744-2583,706,38,39,6.7,7.6,66/95
11211,NUTRITION AND HEALTH,NUTR HEALTH-UK,SAGE PUBLICATIONS INC,1.4,N/A,1.4,0.35,Q4,NUTRITION & DIETETICS|Q3|80/114,0260-1060,2047-945X,852,87,97,3.1,6.9,89/112
11211,Obstetrician & Gynaecologist,OBSTET GYNAECOL,WILEY,1.4,1.6,1.2,0.35,Q3,OBSTETRICS & GYNECOLOGY|Q3|98/136,1467-2561,1744-4667,518,11,21,7.3,8.6,94/140
11211,OIL SHALE,OIL SHALE,ESTONIAN ACAD PUBLISHERS,1.4,1.2,1.1,0.35,Q2,"ENGINEERING, PETROLEUM|Q3|12/23",0208-189X,1736-7492,474,15,16,9.3,9.2,11/24
11211,Periodica Polytechnica-Civil Engineering,PERIOD POLYTECH-CIV,BUDAPEST UNIV TECHNOLOGY ECONOMICS,1.4,1.4,1.2,0.35,Q3,"ENGINEERING, CIVIL|Q3|120/181",0553-6626,1587-3773,1400,100,100,4.9,7.5,126/183
11211,Smart Science,SMART SCI,TAYLOR & FRANCIS LTD,1.4,1.7,1.3,0.35,Q3,MULTIDISCIPLINARY SCIENCES|Q2|45/134,N/A,2308-0477,385,46,50,3.9,4.7,68/135
11211,South African Journal of Economic and Management Sciences,S AFR J ECON MANAG S,AOSIS,1.4,1.5,1.3,0.35,Q3,MANAGEMENT|Q4|304/401,1015-8812,2222-3436,702,48,48,6.8,8.0,309/617
11211,South Asian Journal of Human Resource Management,S ASIAN J HUM RE MAN,SAGE PUBLICATIONS INDIA PVT LTD,1.4,1.8,1.3,0.35,Q3,MANAGEMENT|Q3|291/401,2322-0937,2349-5790,242,18,18,4.4,7.5,310/420
11211,Sport Marketing Quarterly,SPORT MARKET Q,FIT PUBLISHING,1.4,1.9,1.2,0.35,Q3,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q2|68/139",1061-6934,1557-2528,810,18,18,12.2,10.4,89/139
